,Studies,Action,Log_hrs,Study_hrs
12035,s37402,Transformation-of-data  ,7,108.5
12028,s37402,Non-curation  ,8,108.5
12025,s37402,Quality-checks  ,,108.5
12026,s37402,Non-curation  ,0.5,108.5
12018,s37402,Initial-review-and-planning  ,0.5,108.5
12019,s37402,Metadata-study-level  ,2.5,108.5
12022,s37402,Communication-for-study  ,,108.5
12024,s37402,Documentation  ,7,108.5
12020,s37402,Documentation  ,7,108.5
12023,s37402,Quality-checks  ,4,108.5
12041,s37403,Initial-review-and-planning  ,8,123.5
12052,s37403,Transformation-of-data  ,7,123.5
12042,s37403,Initial-review-and-planning  ,5,123.5
12043,s37403,Initial-review-and-planning  ,5,123.5
12037,s37403,Initial-review-and-planning  ,5,123.5
12039,s37403,Initial-review-and-planning  ,,123.5
12040,s37403,Initial-review-and-planning  ,1,123.5
12046,s37403,Transformation-of-data  ,4,123.5
12045,s37403,Initial-review-and-planning  ,1.5,123.5
12049,s37403,Non-curation  ,8,123.5
12050,s37403,Communication-for-study  ,6,123.5
12051,s37403,Transformation-of-data  ,4,123.5
12053,s37403,Transformation-of-data  ,6,123.5
12047,s37403,Transformation-of-data  ,7,123.5
12038,s37403,Metadata-study-level  ,2,123.5
12048,s37403,Quality-checks  ,8,123.5
12044,s37403,Transformation-of-data  ,1.5,123.5
12062,s37404,Quality-checks  ,0.5,28.5
12058,s37404,Quality-checks  ,1,28.5
12059,s37404,Quality-checks  ,0.5,28.5
12057,s37404,Quality-checks  ,0.5,28.5
12063,s37404,Transformation-of-data  ,1,28.5
12054,s37404,Quality-checks  ,2,28.5
12060,s37404,Transformation-of-data  ,6.5,28.5
12064,s37404,Documentation  ,6,28.5
12061,s37404,Initial-review-and-planning  ,3,28.5
12056,s37404,Quality-checks  ,1.5,28.5
12055,s37404,Initial-review-and-planning  ,6,28.5
12073,s37405,Communication-for-study  ,2,110
12072,s37405,Quality-checks  ,1,110
12071,s37405,Quality-checks  ,8,110
12065,s37405,Documentation  ,6,110
12091,s37405,Quality-checks  ,8,110
12074,s37405,Quality-checks  ,5,110
12090,s37405,Documentation  ,1,110
12076,s37405,Non-curation  ,1.5,110
12067,s37405,Non-curation  ,6,110
12083,s37405,Quality-checks  ,2,110
12066,s37405,Metadata-study-level  ,8.5,110
12077,s37405,Initial-review-and-planning  ,,110
12086,s37405,Quality-checks  ,10,110
12069,s37405,Quality-checks  ,10,110
12087,s37405,Other  ,0.5,110
12080,s37405,Documentation  ,8,110
12081,s37405,Quality-checks  ,2,110
12082,s37405,Initial-review-and-planning  ,3,110
12088,s37405,Quality-checks  ,2,110
12084,s37405,Quality-checks  ,3,110
12085,s37405,Quality-checks  ,2,110
12089,s37405,Quality-checks  ,3,110
12075,s37405,Quality-checks  ,1,110
12078,s37405,Initial-review-and-planning  ,0.5,110
12068,s37405,Transformation-of-data  ,,110
12079,s37405,Quality-checks  ,6,110
12070,s37405,Quality-checks  ,2,110
12095,s37406,Documentation  ,4,67.5
12097,s37406,Initial-review-and-planning  ,,67.5
12096,s37406,Quality-checks  ,8,67.5
12100,s37406,Initial-review-and-planning  ,,67.5
12092,s37406,Transformation-of-data  ,6,67.5
12094,s37406,Quality-checks  ,,67.5
12098,s37406,Quality-checks  ,5,67.5
12093,s37406,Transformation-of-data  ,2,67.5
12101,s37406,Transformation-of-data  ,4,67.5
12105,s37406,Transformation-of-data  ,2.5,67.5
12106,s37406,Quality-checks  ,1.5,67.5
12102,s37406,Transformation-of-data  ,2,67.5
12103,s37406,Initial-review-and-planning  ,4,67.5
12107,s37406,Metadata-study-level  ,2,67.5
12104,s37406,Initial-review-and-planning  ,8,67.5
12099,s37406,Non-curation  ,2,67.5
12113,s37409,Quality-checks  ,1.5,15.5
12109,s37409,Quality-checks  ,3,15.5
12108,s37409,Metadata-study-level  ,0.5,15.5
12111,s37409,Transformation-of-data  ,2,15.5
12112,s37409,Quality-checks  ,3,15.5
12114,s37409,Quality-checks  ,5,15.5
12110,s37409,Initial-review-and-planning  ,0.5,15.5
12119,s37410,Transformation-of-data  ,2,25.5
12120,s37410,Quality-checks  ,4,25.5
12116,s37410,Transformation-of-data  ,3,25.5
12118,s37410,Metadata-study-level  ,8,25.5
12117,s37410,Metadata-study-level  ,2,25.5
12121,s37410,Quality-checks  ,1,25.5
12115,s37410,Initial-review-and-planning  ,1,25.5
12122,s37411,Non-curation  ,7.5,79
12123,s37411,Non-curation  ,6.5,79
12124,s37411,Quality-checks  ,1,79
12125,s37411,Quality-checks  ,3,79
12128,s37412,Communication-for-study  ,1.5,40
12129,s37412,Quality-checks  ,1.5,40
12131,s37412,Non-curation  ,1,40
12134,s37412,Initial-review-and-planning  ,4,40
12126,s37412,Documentation  ,3.5,40
12127,s37412,Initial-review-and-planning  ,0.5,40
12132,s37412,Documentation  ,5,40
12130,s37412,Non-curation  ,3,40
12135,s37412,Quality-checks  ,1.5,40
12138,s37412,Quality-checks  ,4,40
12133,s37412,Other  ,4,40
12139,s37412,Quality-checks  ,0.5,40
12140,s37412,Quality-checks  ,2,40
12141,s37412,Quality-checks  ,0.5,40
12136,s37412,Initial-review-and-planning  ,2.5,40
12137,s37412,Quality-checks  ,5,40
12143,s37413,Quality-checks  ,1,28.5
12148,s37413,Quality-checks  ,1,28.5
12150,s37413,Initial-review-and-planning  ,1,28.5
12147,s37413,Metadata-study-level  ,8,28.5
12142,s37413,Transformation-of-data  ,4,28.5
12149,s37413,Quality-checks  ,5,28.5
12145,s37413,Metadata-study-level  ,3,28.5
12144,s37413,Quality-checks  ,2,28.5
12146,s37413,Quality-checks  ,0.5,28.5
12151,s37413,Quality-checks  ,1,28.5
12152,s37413,Transformation-of-data  ,2,28.5
12155,s37414,Quality-checks  ,3.5,19
12154,s37414,Initial-review-and-planning  ,1,19
12153,s37414,Metadata-study-level  ,3,19
12156,s37414,Quality-checks  ,1,19
12157,s37414,Transformation-of-data  ,1,19
12158,s37414,Initial-review-and-planning  ,8,19
12162,s37415,Other  ,2,73.5
12164,s37415,Quality-checks  ,3,73.5
12166,s37415,Transformation-of-data  ,8,73.5
12168,s37415,Quality-checks  ,4,73.5
12159,s37415,Metadata-study-level  ,4,73.5
12160,s37415,Quality-checks  ,8,73.5
12163,s37415,Quality-checks  ,2,73.5
12167,s37415,Quality-checks  ,4,73.5
12161,s37415,Quality-checks  ,8,73.5
12174,s37415,Quality-checks  ,1,73.5
12165,s37415,Non-curation  ,8,73.5
12172,s37415,Documentation  ,5,73.5
12175,s37415,Metadata-study-level  ,,73.5
12176,s37415,Quality-checks  ,0.5,73.5
12170,s37415,Communication-for-study  ,1,73.5
12169,s37415,Quality-checks  ,4,73.5
12171,s37415,Non-curation  ,6,73.5
12173,s37415,Quality-checks  ,2,73.5
12187,s37416,Initial-review-and-planning  ,6,185
12186,s37416,Quality-checks  ,4,185
12185,s37416,Documentation  ,5,185
12184,s37416,Non-curation  ,6,185
12183,s37416,Transformation-of-data  ,6,185
12211,s37416,Quality-checks  ,4,185
12179,s37416,Quality-checks  ,4,185
12178,s37416,Quality-checks  ,3,185
12213,s37416,Quality-checks  ,8,185
12205,s37416,Transformation-of-data  ,7,185
12212,s37416,Documentation  ,4,185
12188,s37416,Metadata-study-level  ,2,185
12180,s37416,Quality-checks  ,8,185
12200,s37416,Transformation-of-data  ,6,185
12182,s37416,Documentation  ,6,185
12196,s37416,Documentation  ,7.5,185
12181,s37416,Transformation-of-data  ,8,185
12189,s37416,Initial-review-and-planning  ,6,185
12194,s37416,Initial-review-and-planning  ,4,185
12191,s37416,Transformation-of-data  ,6.5,185
12206,s37416,Quality-checks  ,8,185
12207,s37416,Quality-checks  ,8,185
12208,s37416,Non-curation  ,8,185
12210,s37416,Metadata-study-level  ,3,185
12177,s37416,Quality-checks  ,4,185
12204,s37416,Quality-checks  ,2.5,185
12199,s37416,Quality-checks  ,8,185
12198,s37416,Metadata-study-level  ,3,185
12201,s37416,Transformation-of-data  ,6,185
12195,s37416,Quality-checks  ,1,185
12193,s37416,Non-curation  ,1,185
12192,s37416,Quality-checks  ,0.5,185
12190,s37416,Quality-checks  ,1,185
12203,s37416,Transformation-of-data  ,5.5,185
12209,s37416,Documentation  ,8,185
12202,s37416,Quality-checks  ,0.5,185
12197,s37416,Metadata-study-level  ,6,185
12217,s37417,Initial-review-and-planning  ,0.5,37.5
12222,s37417,Non-curation  ,2,37.5
12218,s37417,Metadata-study-level  ,8,37.5
12220,s37417,Quality-checks  ,1,37.5
12215,s37417,Transformation-of-data  ,6,37.5
12224,s37417,Initial-review-and-planning  ,0.5,37.5
12219,s37417,Quality-checks  ,2,37.5
12226,s37417,Quality-checks  ,3,37.5
12216,s37417,Quality-checks  ,3.5,37.5
12223,s37417,Quality-checks  ,2,37.5
12214,s37417,Quality-checks  ,2,37.5
12225,s37417,Quality-checks  ,4.5,37.5
12221,s37417,Quality-checks  ,1,37.5
12232,s37418,Transformation-of-data  ,8,50.5
12235,s37418,Transformation-of-data  ,8,50.5
12228,s37418,Quality-checks  ,1.5,50.5
12236,s37418,Quality-checks  ,3.5,50.5
12229,s37418,Initial-review-and-planning  ,0.5,50.5
12230,s37418,Non-curation  ,3,50.5
12237,s37418,Metadata-study-level  ,2,50.5
12231,s37418,Transformation-of-data  ,7,50.5
12227,s37418,Transformation-of-data  ,7,50.5
12233,s37418,Initial-review-and-planning  ,1,50.5
12234,s37418,Transformation-of-data  ,4,50.5
12247,s37419,Non-curation  ,2,76.5
12249,s37419,Transformation-of-data  ,7.5,76.5
12242,s37419,Quality-checks  ,2,76.5
12244,s37419,Quality-checks  ,1,76.5
12240,s37419,Quality-checks  ,0.5,76.5
12251,s37419,Transformation-of-data  ,5.5,76.5
12239,s37419,Quality-checks  ,6,76.5
12241,s37419,Quality-checks  ,1.5,76.5
12245,s37419,Transformation-of-data  ,3.5,76.5
12252,s37419,Quality-checks  ,3,76.5
12248,s37419,Quality-checks  ,0.5,76.5
12250,s37419,Quality-checks  ,7,76.5
12246,s37419,Documentation  ,7,76.5
12253,s37419,Metadata-study-level  ,7.5,76.5
12254,s37419,Metadata-study-level  ,7.5,76.5
12255,s37419,Documentation  ,7.5,76.5
12238,s37419,Quality-checks  ,1,76.5
12256,s37419,Transformation-of-data  ,5.5,76.5
12243,s37419,Initial-review-and-planning  ,0.5,76.5
12258,s37420,Quality-checks  ,6.5,306.75
12292,s37420,Quality-checks  ,0.5,306.75
12274,s37420,Quality-checks  ,6,306.75
12273,s37420,Non-curation  ,1.5,306.75
12263,s37420,Non-curation  ,8,306.75
12259,s37420,Quality-checks  ,4,306.75
12260,s37420,Quality-checks  ,6.5,306.75
12288,s37420,Quality-checks  ,4,306.75
12262,s37420,Quality-checks  ,4,306.75
12264,s37420,Communication-for-study  ,0.5,306.75
12287,s37420,Quality-checks  ,0.5,306.75
12268,s37420,Non-curation  ,1.5,306.75
12269,s37420,Initial-review-and-planning  ,2,306.75
12261,s37420,Non-curation  ,0.75,306.75
12272,s37420,Non-curation  ,2,306.75
12275,s37420,Non-curation  ,1,306.75
12257,s37420,Transformation-of-data  ,8,306.75
12285,s37420,Quality-checks  ,3,306.75
12290,s37420,Quality-checks  ,4,306.75
12270,s37420,Quality-checks  ,6,306.75
12278,s37420,Non-curation  ,2,306.75
12281,s37420,Non-curation  ,1,306.75
12282,s37420,Documentation  ,8,306.75
12271,s37420,Quality-checks  ,1.5,306.75
12294,s37420,Quality-checks  ,6,306.75
12277,s37420,Non-curation  ,8,306.75
12279,s37420,Quality-checks  ,8,306.75
12280,s37420,Non-curation  ,8,306.75
12293,s37420,Quality-checks  ,3,306.75
12286,s37420,Non-curation  ,8,306.75
12283,s37420,Communication-for-study  ,0.5,306.75
12299,s37420,Quality-checks  ,7,306.75
12284,s37420,Quality-checks  ,6,306.75
12289,s37420,Non-curation  ,8,306.75
12291,s37420,Quality-checks  ,4,306.75
12298,s37420,Non-curation  ,1,306.75
12267,s37420,Quality-checks  ,8,306.75
12295,s37420,Non-curation  ,2,306.75
12300,s37420,Non-curation  ,2,306.75
12304,s37420,Non-curation  ,1,306.75
12312,s37420,Quality-checks  ,4,306.75
12305,s37420,Non-curation  ,1,306.75
12297,s37420,Quality-checks  ,4,306.75
12315,s37420,Non-curation  ,8,306.75
12302,s37420,Non-curation  ,1.5,306.75
12303,s37420,Quality-checks  ,2,306.75
12314,s37420,Non-curation  ,1.5,306.75
12301,s37420,Quality-checks  ,4,306.75
12306,s37420,Other  ,1,306.75
12310,s37420,Quality-checks  ,6,306.75
12311,s37420,Quality-checks  ,4,306.75
12329,s37420,Quality-checks  ,2,306.75
12307,s37420,Non-curation  ,8,306.75
12308,s37420,Quality-checks  ,5,306.75
12317,s37420,Quality-checks  ,8,306.75
12309,s37420,Non-curation  ,8,306.75
12328,s37420,Non-curation  ,1,306.75
12296,s37420,Non-curation  ,1.5,306.75
12313,s37420,Quality-checks  ,2,306.75
12318,s37420,Non-curation  ,1.5,306.75
12319,s37420,Non-curation  ,8,306.75
12266,s37420,Documentation  ,8,306.75
12316,s37420,Quality-checks  ,3.5,306.75
12276,s37420,Quality-checks  ,7,306.75
12265,s37420,Metadata-study-level  ,2,306.75
12323,s37420,Quality-checks  ,5,306.75
12324,s37420,Communication-for-study  ,1.5,306.75
12325,s37420,Non-curation  ,1.5,306.75
12326,s37420,Quality-checks  ,8,306.75
12320,s37420,Non-curation  ,2,306.75
12321,s37420,Quality-checks  ,8,306.75
12322,s37420,Non-curation  ,1,306.75
12327,s37420,Non-curation  ,2,306.75
12356,s37422,Quality-checks  ,3.5,308.75
12332,s37422,Metadata-study-level  ,,308.75
12343,s37422,Quality-checks  ,3,308.75
12342,s37422,Quality-checks  ,8,308.75
12331,s37422,Quality-checks  ,8,308.75
12344,s37422,Non-curation  ,1.5,308.75
12340,s37422,Non-curation  ,1,308.75
12336,s37422,Non-curation  ,1,308.75
12330,s37422,Communication-for-study  ,0.5,308.75
12339,s37422,Non-curation  ,0.25,308.75
12334,s37422,Non-curation  ,1.5,308.75
12345,s37422,Non-curation  ,8,308.75
12357,s37422,Non-curation  ,1,308.75
12347,s37422,Metadata-study-level  ,1,308.75
12346,s37422,Non-curation  ,2,308.75
12351,s37422,Non-curation  ,2,308.75
12348,s37422,Non-curation  ,2,308.75
12349,s37422,Quality-checks  ,4,308.75
12355,s37422,Non-curation  ,2,308.75
12350,s37422,Non-curation  ,1,308.75
12338,s37422,Communication-for-study  ,0.5,308.75
12354,s37422,Quality-checks  ,2,308.75
12337,s37422,Quality-checks  ,4,308.75
12353,s37422,Non-curation  ,1.5,308.75
12333,s37422,Quality-checks  ,9,308.75
12341,s37422,Quality-checks  ,3,308.75
12352,s37422,Quality-checks  ,8.5,308.75
12378,s37422,Quality-checks  ,8,308.75
12361,s37422,Non-curation  ,8,308.75
12377,s37422,Quality-checks  ,5,308.75
12358,s37422,Quality-checks  ,5,308.75
12369,s37422,Quality-checks  ,7.5,308.75
12335,s37422,Quality-checks  ,6,308.75
12360,s37422,Non-curation  ,1.5,308.75
12363,s37422,Quality-checks  ,5,308.75
12367,s37422,Quality-checks  ,4,308.75
12368,s37422,Quality-checks  ,7,308.75
12362,s37422,Non-curation  ,8,308.75
12382,s37422,Non-curation  ,1,308.75
12364,s37422,Non-curation  ,1.5,308.75
12370,s37422,Non-curation  ,1,308.75
12366,s37422,Quality-checks  ,2,308.75
12372,s37422,Non-curation  ,1.5,308.75
12365,s37422,Metadata-study-level  ,2,308.75
12380,s37422,Non-curation  ,1.5,308.75
12359,s37422,Quality-checks  ,6.5,308.75
12371,s37422,Quality-checks  ,3.5,308.75
12375,s37422,Non-curation  ,2,308.75
12381,s37422,Non-curation  ,4,308.75
12374,s37422,Non-curation  ,1,308.75
12373,s37422,Quality-checks  ,5,308.75
12376,s37422,Non-curation  ,1,308.75
12383,s37422,Quality-checks  ,5,308.75
12379,s37422,Non-curation  ,2.5,308.75
12405,s37423,Non-curation  ,8,232.75
12410,s37423,Non-curation  ,8,232.75
12413,s37423,Non-curation  ,8,232.75
12399,s37423,Quality-checks  ,8,232.75
12396,s37423,Communication-for-study  ,0.5,232.75
12395,s37423,Non-curation  ,2,232.75
12404,s37423,Quality-checks  ,8,232.75
12406,s37423,Non-curation  ,1,232.75
12403,s37423,Non-curation  ,1,232.75
12402,s37423,Non-curation  ,1.5,232.75
12387,s37423,Non-curation  ,2,232.75
12414,s37423,Quality-checks  ,6,232.75
12411,s37423,Non-curation  ,1,232.75
12392,s37423,Non-curation  ,1.5,232.75
12407,s37423,Quality-checks  ,4,232.75
12393,s37423,Non-curation  ,1.5,232.75
12397,s37423,Documentation  ,8,232.75
12384,s37423,Metadata-study-level  ,2,232.75
12385,s37423,Quality-checks  ,8,232.75
12386,s37423,Non-curation  ,1.5,232.75
12412,s37423,Non-curation  ,0.75,232.75
12388,s37423,Quality-checks  ,4,232.75
12389,s37423,Documentation  ,8,232.75
12390,s37423,Non-curation  ,1.5,232.75
12391,s37423,Non-curation  ,1.5,232.75
12394,s37423,Non-curation  ,5,232.75
12401,s37423,Quality-checks  ,4,232.75
12400,s37423,Non-curation  ,8,232.75
12398,s37423,Initial-review-and-planning  ,2,232.75
12409,s37423,Non-curation  ,2.5,232.75
12420,s37423,Quality-checks  ,8,232.75
12419,s37423,Non-curation  ,8,232.75
12428,s37423,Non-curation  ,2,232.75
12418,s37423,Quality-checks  ,7,232.75
12424,s37423,Quality-checks  ,5,232.75
12417,s37423,Initial-review-and-planning  ,2,232.75
12408,s37423,Non-curation  ,6,232.75
12426,s37423,Non-curation  ,2,232.75
12425,s37423,Non-curation  ,8,232.75
12423,s37423,Quality-checks  ,3.5,232.75
12422,s37423,Quality-checks  ,1,232.75
12429,s37423,Metadata-study-level  ,1,232.75
12432,s37423,Quality-checks  ,8,232.75
12441,s37423,Communication-for-study  ,0.5,232.75
12421,s37423,Metadata-study-level  ,,232.75
12415,s37423,Non-curation  ,2,232.75
12427,s37423,Quality-checks  ,2.5,232.75
12430,s37423,Quality-checks  ,8,232.75
12440,s37423,Non-curation  ,1,232.75
12439,s37423,Quality-checks  ,4,232.75
12438,s37423,Non-curation  ,8,232.75
12416,s37423,Non-curation  ,1.5,232.75
12437,s37423,Transformation-of-data  ,8,232.75
12435,s37423,Non-curation  ,8,232.75
12434,s37423,Non-curation  ,1,232.75
12433,s37423,Non-curation  ,1,232.75
12436,s37423,Non-curation  ,1,232.75
12431,s37423,Quality-checks  ,3.5,232.75
12442,s37424,Quality-checks  ,1,38
12443,s37424,Transformation-of-data  ,6,38
12446,s37424,Initial-review-and-planning  ,8,38
12444,s37424,Metadata-study-level  ,2,38
12445,s37424,Non-curation  ,2,38
12448,s37424,Quality-checks  ,4.5,38
12450,s37424,Initial-review-and-planning  ,5,38
12449,s37424,Initial-review-and-planning  ,0.5,38
12453,s37424,Quality-checks  ,1.5,38
12447,s37424,Initial-review-and-planning  ,2.5,38
12451,s37424,Quality-checks  ,1,38
12452,s37424,Quality-checks  ,2,38
12475,s37425,Quality-checks  ,0.5,418.6
12474,s37425,Non-curation  ,8,418.6
12462,s37425,Non-curation  ,1,418.6
12473,s37425,Non-curation  ,1,418.6
12472,s37425,Transformation-of-data  ,8,418.6
12471,s37425,Quality-checks  ,7.5,418.6
12468,s37425,Quality-checks  ,1,418.6
12469,s37425,Non-curation  ,8,418.6
12476,s37425,Non-curation  ,1,418.6
12467,s37425,Quality-checks  ,8,418.6
12479,s37425,Quality-checks  ,8,418.6
12495,s37425,Quality-checks  ,4,418.6
12496,s37425,Non-curation  ,2,418.6
12511,s37425,Non-curation  ,8,418.6
12470,s37425,Transformation-of-data  ,8,418.6
12477,s37425,Transformation-of-data  ,8,418.6
12465,s37425,Non-curation  ,8,418.6
12521,s37425,Communication-for-study  ,8.1,418.6
12483,s37425,Non-curation  ,8,418.6
12487,s37425,Transformation-of-data  ,8,418.6
12522,s37425,Transformation-of-data  ,8,418.6
12493,s37425,Transformation-of-data  ,6.5,418.6
12492,s37425,Non-curation  ,1.5,418.6
12491,s37425,Transformation-of-data  ,7,418.6
12505,s37425,Transformation-of-data  ,8,418.6
12490,s37425,Transformation-of-data  ,8,418.6
12489,s37425,Non-curation  ,1,418.6
12488,s37425,Transformation-of-data  ,8,418.6
12486,s37425,Initial-review-and-planning  ,2,418.6
12485,s37425,Quality-checks  ,8,418.6
12482,s37425,Communication-for-study  ,8,418.6
12481,s37425,Communication-for-study  ,8,418.6
12484,s37425,Quality-checks  ,1.5,418.6
12512,s37425,Communication-for-study  ,8,418.6
12478,s37425,Non-curation  ,8,418.6
12464,s37425,Quality-checks  ,3.5,418.6
12501,s37425,Non-curation  ,8,418.6
